name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,brand,model,model_variants,km_driven_bin,engine_bin,mileage_bin
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,Volvo,V40,D3 R-Design,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Alpha 1.3,60000 km - 70000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Tata Zest Revotron 1.2 XT,2017,550000,120000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata,Zest,Revotron 1.2 XT,110000 km - 120000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Ertiga ZDI,2013,509999,148000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7.0,Maruti,Ertiga,ZDI,140000 km - 150000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5.0,Hyundai,i20,Asta 1.4 CRDi,50000 km - 60000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Alto 800 LXI,2015,310000,18000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI,10000 km - 20000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Tata,Zest,Quadrajet 1.3 75PS XMS,70000 km - 80000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Alto LXI,2004,105000,96000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti,Alto,LXI,90000 km - 100000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5.0,Honda,Amaze,S i-Dtech,90000 km - 100000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Individual,Manual,Third Owner,21.9,1396,88.76,5.0,Hyundai,i20,Sportz 1.4 CRDi,200000 km - 210000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Individual,Manual,Third Owner,20.5,1598,105.0,5.0,Volkswagen,Vento,Diesel Breeze,50000 km - 60000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti,Swift,Dzire ZDI,80000 km - 90000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5.0,Honda,WR-V,i-VTEC VX,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5.0,Mahindra,Verito,1.5 D2 BSIV,110000 km - 120000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Tata Indigo TDI,2008,210000,100000,Diesel,Individual,Manual,First Owner,19.61,1405,70.0,5.0,Tata,Indigo,TDI,90000 km - 100000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Asta Option,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Chevrolet Sail Hatchback Petrol LS ABS,2013,120000,110000,Petrol,Individual,Manual,Second Owner,18.2,1199,84.8,5.0,Chevrolet,Sail,Hatchback Petrol LS ABS,100000 km - 110000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,35000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 GX (Diesel) 7 Seater,30000 km - 40000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,Honda,WR-V,i-DTEC VX,10000 km - 20000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5.0,Maruti,Ciaz,VDi Plus,80000 km - 90000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai i10 Magna,2008,200000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai,i10,Magna,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5.0,Tata,Manza,Club Class Quadrajet90 EX,130000 km - 140000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza ZDi,100000 km - 110000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,55000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7.0,Toyota,Innova,Crysta 2.8 GX AT BSIV,50000 km - 60000 km,2700 cc - 2800 cc,10 kmpl - 15 kmpl
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,73000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,8.0,Toyota,Innova,2.5 VX (Diesel) 8 Seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Ertiga VDI,2015,650000,100000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,90000 km - 100000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5.0,Ford,Figo,Aspire 1.5 TDCi Trend,30000 km - 40000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5.0,Nissan,Sunny,Diesel XV,110000 km - 120000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Ford Figo Diesel EXI,2014,400000,30000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5.0,Ford,Figo,Diesel EXI,20000 km - 30000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5.0,Maruti,Swift,VDI BSIV,60000 km - 70000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet,Spark,1.0 LS,70000 km - 80000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995,181.0,5.0,BMW,3,Series 320d Sedan,100000 km - 110000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5.0,Maruti,Zen,Estilo 1.1 LX BSIII,70000 km - 80000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5.0,Maruti,Zen,Estilo 1.1 LX BSIII,70000 km - 80000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Individual,Automatic,Second Owner,10.93,2497,204.0,5.0,Mercedes-Benz,E-Class,E 250 Elegance,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,10000 km - 20000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai i20 Sportz Option 1.4 CRDi,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai,i20,Sportz Option 1.4 CRDi,30000 km - 40000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,Mahindra,Scorpio,S10 7 Seater,50000 km - 60000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,170000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5.0,Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,160000 km - 170000 km,700 cc - 800 cc,10 kmpl - 15 kmpl
Hyundai i20 Magna,2009,229999,60000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5.0,Hyundai,i20,Magna,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Honda Amaze i-VTEC Privilege Edition,2017,570000,15780,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5.0,Honda,Amaze,i-VTEC Privilege Edition,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,Hyundai,Verna,1.6 SX,100000 km - 110000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5.0,Volkswagen,Vento,Diesel Highline,70000 km - 80000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Hyundai i20 Active 1.4 SX Dual Tone,2015,580000,74000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5.0,Hyundai,i20,Active 1.4 SX Dual Tone,70000 km - 80000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Ertiga VDI,2018,875000,35000,Diesel,Individual,Manual,Second Owner,25.47,1248,88.5,7.0,Maruti,Ertiga,VDI,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,Hyundai,Verna,1.6 SX CRDi (O),60000 km - 70000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Maruti Ciaz ZDi,2015,700000,60000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5.0,Maruti,Ciaz,ZDi,50000 km - 60000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Ford Figo 1.2P Titanium MT,2016,388000,50000,Petrol,Individual,Manual,Second Owner,18.16,1196,86.8,5.0,Ford,Figo,1.2P Titanium MT,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai i10 Sportz,2011,225000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai,i10,Sportz,70000 km - 80000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5.0,Tata,Indigo,CS eGLX BS IV,80000 km - 90000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5.0,Renault,Duster,110PS Diesel RxZ,110000 km - 120000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai i20 Magna,2009,235000,100000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5.0,Hyundai,i20,Magna,90000 km - 100000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai i20 1.4 CRDi Asta,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,Hyundai,i20,1.4 CRDi Asta,90000 km - 100000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Hyundai i10 Sportz,2011,235000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai,i10,Sportz,70000 km - 80000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Alto LXi,2010,190000,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti,Alto,LXi,30000 km - 40000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5.0,Tata,Manza,Aura (ABS) Quadrajet BS IV,70000 km - 80000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai,i20,Asta 1.2,nan,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5.0,Volkswagen,Vento,Diesel Highline,110000 km - 120000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Tata Tigor 1.2 Revotron XT,2017,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata,Tigor,1.2 Revotron XT,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W8 AWD,140000 km - 150000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Nissan Micra XE,2011,110000,110000,Petrol,Individual,Manual,First Owner,18.06,1198,75.0,5.0,Nissan,Micra,XE,100000 km - 110000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto 800 VXI,2018,310000,10000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti,Alto,800 VXI,0 km - 10000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Individual,Manual,Second Owner,26.2,998,58.2,5.0,Maruti,Wagon,R LXI LPG BSIV,60000 km - 70000 km,900 cc - 1000 cc,25 kmpl - 30 kmpl
Tata Indica Vista TDI LX,2012,260000,46000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,Tata,Indica,Vista TDI LX,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai Accent GLS,2002,55000,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495,94.0,5.0,Hyundai,Accent,GLS,110000 km - 120000 km,1400 cc - 1500 cc,10 kmpl - 15 kmpl
Maruti Swift VDI,2013,450000,108800,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5.0,Maruti,Swift,VDI,100000 km - 110000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai,i10,Sportz Option,60000 km - 70000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7.0,Mahindra,Scorpio,S3 9 Seater BSIV,30000 km - 40000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Ford Figo Diesel EXI,2011,240000,72000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Ford,Figo,Diesel EXI,70000 km - 80000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Renault KWID RXL,2018,350000,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXL,30000 km - 40000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,7.0,Mahindra,Bolero,2011-2019 ZLX BSIII,110000 km - 120000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Chevrolet,Spark,1.0 LS,30000 km - 40000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Hyundai,Elite,i20 Magna Plus BSIV,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Magna,70000 km - 80000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Renault KWID RXT,2015,210000,210000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5.0,Renault,KWID,RXT,200000 km - 210000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5.0,Maruti,Swift,Dzire VDI,90000 km - 100000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai Santro Xing GL Plus,2011,156000,110000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Hyundai,Santro,Xing GL Plus,100000 km - 110000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Mahindra Bolero Power Plus ZLX,2016,700000,103000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra,Bolero,Power Plus ZLX,100000 km - 110000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI Minor,2010,194000,577414,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Maruti,Wagon,R LXI Minor,570000 km - 580000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Maruti Alto LX,2006,120000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti,Alto,LX,90000 km - 100000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Honda Amaze S AT i-Vtech,2015,415000,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5.0,Honda,Amaze,S AT i-Vtech,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Honda Amaze S AT i-Vtech,2015,450000,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5.0,Honda,Amaze,S AT i-Vtech,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Honda Brio S MT,2014,325000,40000,Petrol,Individual,Manual,Third Owner,19.4,1198,86.8,5.0,Honda,Brio,S MT,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mahindra Bolero 2011-2019 Plus AC,2014,525000,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9.0,Mahindra,Bolero,2011-2019 Plus AC,190000 km - 200000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Hyundai EON Magna Plus,2017,265000,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai,EON,Magna Plus,90000 km - 100000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Maruti Omni 8 Seater BSII,2008,100000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,35.0,8.0,Maruti,Omni,8 Seater BSII,110000 km - 120000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,Jaguar,XE,2016-2019 2.0L Diesel Prestige,0 km - 10000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,Lexus,ES,300h,10000 km - 20000 km,2400 cc - 2500 cc,20 kmpl - 25 kmpl
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,Jaguar,XF,2.0 Diesel Portfolio,40000 km - 50000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata,Safari,Storme EX,100000 km - 110000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,XC40,D4 Inscription BSIV,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota,Camry,2.5 Hybrid,60000 km - 70000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,50000 km - 60000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Alpha 1.3,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,Honda,Jazz,VX,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT VVT VXI,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota,Etios,VX,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT ZXI,60000 km - 70000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,Honda,Amaze,V CVT Petrol BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,Skoda,Rapid,1.6 MPI AT Elegance,10000 km - 20000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,Volvo,V40,D3 R-Design,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5.0,Tata,Zest,Quadrajet 1.3 XM,90000 km - 100000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5.0,Hyundai,i20,Magna Optional 1.4 CRDi,30000 km - 40000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Mahindra Thar CRDe,2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Mahindra,Thar,CRDe,10000 km - 20000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5.0,Maruti,Ignis,1.2 AMT Zeta BSIV,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Alpha 1.2,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5.0,Tata,Indica,Vista Quadrajet VX,80000 km - 90000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra,Bolero,Power Plus LX,70000 km - 80000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7.0,Mitsubishi,Pajero,Sport 4X4,30000 km - 40000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Tata Indica V2 DLE BSIII,2009,90000,60000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Tata,Indica,V2 DLE BSIII,50000 km - 60000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W6 2WD,20000 km - 30000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Ford Figo Petrol EXI,2010,160000,90000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5.0,Ford,Figo,Petrol EXI,80000 km - 90000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Honda Civic 1.8 (E) MT,2006,150000,80000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,5.0,Honda,Civic,1.8 (E) MT,70000 km - 80000 km,1700 cc - 1800 cc,10 kmpl - 15 kmpl
