brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,model,km_driven_binned,engine_binned,mileage_binned,max_power_binned
Honda,2015,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5.0,Amaze,70000-79999,1400-1499,25-29.990000000000002,80-99
Maruti,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Wagon,70000-79999,900-999,15-19.990000000000002,60-79
Volkswagen,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,5.0,Vento,60000-69999,1500-1599,15-19.990000000000002,100-119
Maruti,2002,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8.0,Gypsy,60000-69999,1200-1299,10-14.99,80-99
Maruti,2009,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Alto,40000-49999,700-799,15-19.990000000000002,40-59
Audi,2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,7.0,Q7,110000-119999,2900-2999,10-14.99,240-259
Mahindra,2013,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8.0,Scorpio,60000-69999,2100-2199,10-14.99,120-139
Hyundai,2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,i20,70000-79999,1300-1399,20-24.990000000000002,80-99
Hyundai,2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5.0,i20,70000-79999,1300-1399,20-24.990000000000002,80-99
Chevrolet,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,Beat,70000-79999,900-999,25-29.990000000000002,40-59
Hyundai,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,i20,30000-39999,1300-1399,20-24.990000000000002,80-99
Hyundai,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Creta,70000-79999,1500-1599,15-19.990000000000002,120-139
Hyundai,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,i20,80000-89999,1300-1399,20-24.990000000000002,80-99
Chevrolet,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Spark,20000-29999,900-999,15-19.990000000000002,60-79
Nissan,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5.0,Sunny,110000-119999,1400-1499,15-19.990000000000002,80-99
Hyundai,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Grand,40000-49999,1100-1199,15-19.990000000000002,80-99
Toyota,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,7.0,Innova,40000-49999,2600-2699,10-14.99,160-179
Hyundai,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,i20,90000-99999,1100-1199,15-19.990000000000002,80-99
Maruti,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Swift,50000-59999,1100-1199,15-19.990000000000002,80-99
Daewoo,2001,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5.0,Matiz,130000-139999,700-799,15-19.990000000000002,40-59
Hyundai,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,60000-69999,1100-1199,15-19.990000000000002,80-99
Maruti,2017,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Swift,30000-39999,1200-1299,25-29.990000000000002,60-79
Hyundai,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Creta,90000-99999,1500-1599,15-19.990000000000002,120-139
Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Ertiga,50000-59999,1200-1299,20-24.990000000000002,80-99
Tata,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5.0,Indigo,120000-129999,1300-1399,15-19.990000000000002,60-79
Hyundai,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Grand,30000-39999,1100-1199,15-19.990000000000002,80-99
Tata,2009,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5.0,Indigo,120000-129999,1300-1399,15-19.990000000000002,60-79
Tata,2016,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,40000-49999,1100-1199,20-24.990000000000002,80-99
Tata,2012,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,5.0,Indica,90000-99999,1400-1499,15-19.990000000000002,60-79
Hyundai,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5.0,i20,80000-89999,1300-1399,20-24.990000000000002,80-99
Hyundai,2012,222000,120000,LPG,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,120000-129999,800-899,20-24.990000000000002,40-59
Mahindra,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7.0,Ssangyong,200000-209999,2600-2699,10-14.99,180-199
Tata,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5.0,Indica,110000-119999,1300-1399,15-19.990000000000002,40-59
Tata,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tiago,30000-39999,1100-1199,20-24.990000000000002,80-99
Tata,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tiago,30000-39999,1100-1199,20-24.990000000000002,80-99
Maruti,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,70000-79999,900-999,20-24.990000000000002,60-79
Renault,2012,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,5.0,Fluence,120000-129999,1400-1499,20-24.990000000000002,60-79
Renault,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,Duster,110000-119999,1400-1499,15-19.990000000000002,100-119
Tata,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,5.0,Indica,140000-149999,1200-1299,15-19.990000000000002,60-79
Mahindra,2009,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,Scorpio,150000-159999,2100-2199,10-14.99,120-139
Renault,2017,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5.0,Pulse,80000-89999,1400-1499,20-24.990000000000002,60-79
Mahindra,2010,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Bolero,120000-129999,2500-2599,10-14.99,60-79
Maruti,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Wagon,80000-89999,900-999,15-19.990000000000002,60-79
Ford,2015,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5.0,Figo,110000-119999,1400-1499,25-29.990000000000002,80-99
Tata,2012,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,Indigo,230000-239999,1300-1399,20-24.990000000000002,60-79
Tata,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Indica,170000-179999,1300-1399,15-19.990000000000002,40-59
Hyundai,2014,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,20000-29999,1100-1199,15-19.990000000000002,80-99
Ford,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,30000-39999,1400-1499,20-24.990000000000002,80-99
Mahindra,2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Scorpio,120000-129999,2100-2199,10-14.99,120-139
Honda,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,WR-V,30000-39999,1400-1499,25-29.990000000000002,80-99
Hyundai,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,i10,90000-99999,1000-1099,15-19.990000000000002,60-79
Hyundai,2016,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,5.0,Verna,120000-129999,1500-1599,15-19.990000000000002,120-139
Hyundai,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5.0,Verna,120000-129999,1500-1599,20-24.990000000000002,120-139
Mahindra,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Thar,80000-89999,2400-2499,15-19.990000000000002,100-119
Maruti,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Swift,60000-69999,1200-1299,15-19.990000000000002,60-79
Hyundai,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,i10,60000-69999,1000-1099,15-19.990000000000002,60-79
Honda,2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,City,60000-69999,1400-1499,25-29.990000000000002,80-99
Maruti,2014,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Swift,90000-99999,1200-1299,20-24.990000000000002,60-79
Hyundai,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5.0,Xcent,30000-39999,1100-1199,15-19.990000000000002,80-99
Hyundai,2016,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Swift,30000-39999,1200-1299,25-29.990000000000002,60-79
Mahindra,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,XUV500,20000-29999,2100-2199,15-19.990000000000002,140-159
Volkswagen,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5.0,Ameo,40000-49999,1400-1499,20-24.990000000000002,100-119
Hyundai,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Creta,20000-29999,1500-1599,15-19.990000000000002,120-139
Hyundai,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5.0,Grand,20000-29999,1100-1199,15-19.990000000000002,80-99
Mahindra,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7.0,XUV500,30000-39999,2100-2199,15-19.990000000000002,140-159
Honda,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5.0,WR-V,10000-19999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,40000-49999,1200-1299,20-24.990000000000002,60-79
Chevrolet,2010,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,Beat,70000-79999,1100-1199,15-19.990000000000002,60-79
Maruti,2014,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,Swift,40000-49999,1100-1199,15-19.990000000000002,80-99
Mahindra,2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,8.0,Scorpio,130000-139999,2600-2699,10-14.99,120-139
Mahindra,2016,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6.0,KUV,70000-79999,1100-1199,25-29.990000000000002,60-79
Honda,2015,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5.0,City,90000-99999,1400-1499,25-29.990000000000002,80-99
Maruti,1996,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,800,30000-39999,700-799,15-19.990000000000002,20-39
Maruti,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,5.0,Wagon,0-9999,900-999,20-24.990000000000002,60-79
Toyota,2015,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Etios,170000-179999,1300-1399,20-24.990000000000002,60-79
Maruti,2014,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Alto,20000-29999,700-799,20-24.990000000000002,40-59
Tata,2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948,68.0,10.0,Sumo,120000-129999,1900-1999,10-14.99,60-79
Maruti,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,Swift,110000-119999,1200-1299,15-19.990000000000002,60-79
Mahindra,2016,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,XUV500,100000-109999,2100-2199,15-19.990000000000002,140-159
Ford,2009,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5.0,Ikon,110000-119999,1300-1399,10-14.99,60-79
Mahindra,2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,8.0,Scorpio,120000-129999,2600-2699,10-14.99,120-139
Skoda,2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,5.0,Fabia,260000-269999,1100-1199,20-24.990000000000002,60-79
Maruti,2008,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,Swift,90000-99999,1200-1299,15-19.990000000000002,60-79
Honda,2018,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5.0,Jazz,40000-49999,1100-1199,15-19.990000000000002,80-99
Hyundai,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5.0,Verna,50000-59999,1500-1599,10-14.99,100-119
Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,90000-99999,700-799,15-19.990000000000002,40-59
Volkswagen,2014,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,5.0,Vento,110000-119999,1400-1499,20-24.990000000000002,100-119
Mahindra,2013,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,7.0,Xylo,120000-129999,2400-2499,10-14.99,100-119
Maruti,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Baleno,10000-19999,1100-1199,20-24.990000000000002,80-99
Maruti,2016,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Alto,30000-39999,700-799,20-24.990000000000002,40-59
Maruti,2017,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,50000-59999,900-999,20-24.990000000000002,60-79
Hyundai,2015,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Creta,40000-49999,1500-1599,15-19.990000000000002,120-139
Tata,2008,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,5.0,Indica,50000-59999,1300-1399,15-19.990000000000002,60-79
Tata,2018,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tiago,40000-49999,1100-1199,20-24.990000000000002,80-99
Tata,2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5.0,Tiago,30000-39999,1000-1099,25-29.990000000000002,60-79
Tata,2009,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7.0,New,80000-89999,2100-2199,10-14.99,120-139
Mahindra,2012,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7.0,Xylo,120000-129999,2400-2499,10-14.99,100-119
Mahindra,2014,750000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,XUV500,90000-99999,2100-2199,15-19.990000000000002,140-159
Mahindra,2017,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Bolero,100000-109999,1400-1499,15-19.990000000000002,60-79
Maruti,2011,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,60-79
Hyundai,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5.0,Creta,10000-19999,1500-1599,15-19.990000000000002,120-139
Maruti,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Alto,10000-19999,700-799,20-24.990000000000002,40-59
Maruti,2017,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,Swift,10000-19999,1100-1199,20-24.990000000000002,80-99
Ford,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,Figo,70000-79999,1400-1499,25-29.990000000000002,80-99
Ford,2015,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,EcoSport,130000-139999,1400-1499,20-24.990000000000002,80-99
Skoda,2012,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,5.0,Rapid,80000-89999,1500-1599,20-24.990000000000002,100-119
Chevrolet,2011,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4.0,Cruze,80000-89999,1900-1999,15-19.990000000000002,140-159
Hyundai,2017,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,10000-19999,1100-1199,15-19.990000000000002,80-99
Hyundai,2017,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,Creta,40000-49999,1500-1599,15-19.990000000000002,120-139
Maruti,2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Wagon,70000-79999,900-999,15-19.990000000000002,60-79
Maruti,2012,229999,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5.0,Ritz,120000-129999,1200-1299,20-24.990000000000002,60-79
Toyota,2019,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,5.0,Glanza,10000-19999,1100-1199,15-19.990000000000002,80-99
Chevrolet,2009,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,5.0,Spark,110000-119999,900-999,15-19.990000000000002,60-79
Maruti,2009,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5.0,SX4,110000-119999,1500-1599,15-19.990000000000002,100-119
Tata,2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,5.0,Indigo,90000-99999,1300-1399,20-24.990000000000002,60-79
Hyundai,2015,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,Creta,90000-99999,1500-1599,15-19.990000000000002,120-139
Hyundai,2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,i20,50000-59999,1300-1399,20-24.990000000000002,80-99
Chevrolet,2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5.0,Beat,50000-59999,900-999,25-29.990000000000002,40-59
Maruti,2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Alto,40000-49999,700-799,20-24.990000000000002,40-59
Tata,2012,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5.0,Indica,120000-129999,1200-1299,20-24.990000000000002,60-79
Tata,2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,40000-49999,1100-1199,20-24.990000000000002,80-99
Maruti,2002,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,800,60000-69999,700-799,15-19.990000000000002,20-39
Hyundai,2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5.0,Verna,10000-19999,1500-1599,15-19.990000000000002,120-139
Honda,2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,City,160000-169999,1400-1499,25-29.990000000000002,80-99
Hyundai,2010,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,i20,60000-69999,1100-1199,15-19.990000000000002,80-99
Mahindra,2009,310000,110000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,Bolero,110000-119999,2500-2599,10-14.99,60-79
Maruti,2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Wagon,60000-69999,900-999,15-19.990000000000002,60-79
Mahindra,2014,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7.0,Xylo,70000-79999,2400-2499,10-14.99,100-119
Hyundai,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,Santro,30000-39999,1000-1099,20-24.990000000000002,60-79
Ford,2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,20000-29999,1400-1499,20-24.990000000000002,80-99
Maruti,2017,650000,21000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Maruti,2013,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Swift,70000-79999,1200-1299,20-24.990000000000002,60-79
Hyundai,2015,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,5.0,Grand,70000-79999,1100-1199,15-19.990000000000002,80-99
Maruti,2006,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Alto,40000-49999,700-799,15-19.990000000000002,40-59
Hyundai,2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,i10,20000-29999,1100-1199,20-24.990000000000002,60-79
Tata,2013,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,7.0,Aria,80000-89999,2100-2199,10-14.99,120-139
Mahindra,2006,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8.0,Scorpio,90000-99999,2600-2699,10-14.99,100-119
Volkswagen,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,5.0,Polo,80000-89999,1100-1199,20-24.990000000000002,60-79
Mahindra,2013,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,Bolero,140000-149999,2500-2599,15-19.990000000000002,60-79
Maruti,2013,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,800,40000-49999,700-799,15-19.990000000000002,20-39
Mahindra,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7.0,XUV500,60000-69999,2100-2199,15-19.990000000000002,140-159
Tata,2007,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5.0,Indica,100000-109999,1100-1199,15-19.990000000000002,60-79
Chevrolet,2010,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10.0,Tavera,100000-109999,2400-2499,10-14.99,80-99
Tata,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,7.0,Sumo,120000-129999,2900-2999,15-19.990000000000002,80-99
Toyota,2010,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,5.0,Corolla,80000-89999,1700-1799,10-14.99,120-139
Renault,2016,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,KWID,30000-39999,900-999,20-24.990000000000002,60-79
